1.275666442,0.884772088,1.262620798,0.569407663,19.85714407,36.36258467,5.007825906,17.10497094,4.130649726,23.27947992,7.178253399,69.81013843,3.634624068,4.892218881,4.200213129,4.615270249,3.959878742,4.4646208,4.456135554,6.030139689,0
2.570373389,2.193495528,2.88993307,1.285186475,54.25441137,85.36473793,17.02497518,33.32814067,12.443339,56.90198564,15.19023706,81.60093264,5.129086948,5.829851246,6.814703442,6.162638127,6.065806903,8.284727395,7.365759388,9.239303974,0
2.419758094,1.904404031,1.828219175,1.092237958,39.73511871,54.55367018,14.74279434,34.06850134,11.82186524,71.28807258,14.57642563,71.41766991,4.630283334,4.801465754,6.246803863,5.444708481,7.119363854,7.546982179,6.303579833,7.386045639,0
0.985935919,1.047706174,0.876945835,0.292294322,21.68645906,28.52444388,5.248136246,16.82699979,3.876142888,25.58013072,6.822504967,64.21694475,4.570172681,4.906759198,4.374276341,6.230257137,3.976183204,4.558291922,4.65687224,5.340828015,0
1.285524681,1.006276515,1.5645586,0.610974425,20.6550024,35.60318764,5.572753165,21.88220921,4.370473791,27.21412275,6.405466427,60.20890241,4.185564176,4.427649728,5.053609046,5.357337631,4.786202651,4.843507584,4.544777486,5.966840675,0
2.602840766,1.965408773,3.469409727,1.518185669,46.16150896,106.4500099,20.5867528,27.90231877,8.398315655,43.87857888,11.09502201,64.61554521,5.012768351,5.006456221,6.508891038,6.076607117,4.696066003,8.160114862,6.794226149,10.31746141,0
2.340892735,2.251464222,3.702497212,1.544480199,55.64173626,194.8845919,26.78154619,41.34410955,10.99064392,52.12328153,13.54776037,56.33469598,5.245035561,4.909548438,6.932796307,6.279847267,5.241066215,7.948923231,7.459338862,13.96010716,0
1.960266147,1.927056621,3.333818769,1.460462843,50.21877011,110.9992762,22.2295565,38.49025416,9.248567847,59.98137626,14.70270399,78.09710715,5.048912731,7.095248626,7.018770384,6.249998515,5.334372222,6.931864919,7.08652031,10.5356194,0
1.152937896,1.281485184,0.913082749,0.394060374,29.12451274,29.52242221,6.3334035,23.72168091,5.952833563,37.9263956,10.36298306,63.94841535,4.29815911,6.034512448,5.155744945,5.115120114,4.523961211,4.674258248,5.396713142,5.433453985,0
1.310469319,1.379329266,1.829055583,0.768596317,38.35235694,91.62272406,13.12003769,42.88053613,9.237613499,41.25958745,20.54942354,84.26084188,4.852501027,8.558577194,5.355429676,7.946945164,5.046390082,6.181553554,6.192927978,9.571975975,0
1.615270682,1.773977208,1.893459769,0.670408497,42.2306516,71.03909686,8.839121456,28.23533606,6.792294567,26.96890444,13.82216008,103.8936331,4.410022801,7.340126469,5.459599986,5.56958883,4.89357626,5.795218659,6.498511491,8.428469426,0
2.739733998,2.386833968,2.272135385,1.026480061,65.172727,81.15968691,15.12313724,53.01679086,14.85104487,85.32846383,18.43177301,91.05820132,5.562809201,6.263119561,7.721535126,7.37280157,5.924147367,8.328722962,8.072962715,9.008867127,0
2.439082283,2.550397754,2.757288562,0.658824641,66.30328158,90.62761757,8.550935853,34.80250827,9.165079231,30.55211948,16.82313148,79.76772248,5.108084633,5.824974768,6.063259537,5.77958846,5.730174925,7.79756942,8.142682702,9.519853863,0
1.445345354,1.385794466,2.264987678,0.824106545,38.52501301,70.63789427,9.842440478,28.7923384,5.847963907,30.79812796,11.02364405,52.92588441,4.130982622,5.301553217,5.685705745,5.019877926,4.288900406,5.291403212,6.206852101,8.404635285,0
1.778488091,1.737527833,1.718192943,0.841707913,43.95579322,50.52517053,9.642666206,44.06521553,9.822767091,54.02528938,14.56222598,76.27084957,4.798826098,5.489638241,6.414630803,5.279654879,5.515326825,6.049471508,6.629916532,7.108105973,0
1.318777553,1.087458877,1.351881321,0.545379431,27.57547384,37.52705504,7.537624882,25.52842944,5.459630957,34.03240573,8.970108638,60.37640122,4.108505745,5.153180335,5.118960731,4.603598502,4.23514502,5.284059567,5.251235458,6.125932994,0
1.012913023,1.037947612,1.634995746,0.492208598,24.34496246,44.66653587,6.628995859,20.61578745,5.15712289,27.50891506,8.222800048,55.21167335,4.14211011,5.323077497,4.97670196,5.157253396,3.909114807,4.521269151,4.934061457,6.683302767,0
1.188497206,1.527073213,2.645790431,1.095387224,36.4367061,72.73191457,12.22459014,38.46234202,6.43004728,33.06060251,9.449749992,56.992678,4.232089753,5.095925055,5.424407507,5.601262332,4.655670857,5.02261116,6.036282474,8.528300802,0
1.192947267,1.56975372,2.411156693,0.891895446,42.09361929,68.60448581,9.648789625,34.31158977,5.163361839,22.34987785,10.4139969,62.94037642,4.198088393,5.253565648,6.079493122,5.118395065,4.704383973,5.083850878,6.487959563,8.282782492,0
1.368228427,1.284790026,1.996372927,0.839182637,35.28460173,49.0593769,9.711636329,24.4390473,5.732310854,37.03366855,8.796768892,53.69442345,4.009238004,4.771495748,5.770000934,4.729113477,4.327733963,5.259338884,5.94008432,7.004239923,0
2.352925995,2.091082835,1.701973691,0.842715515,56.20793924,49.00285666,7.968189447,18.92056521,7.685340442,34.66422188,10.45976897,64.67331093,4.457651392,4.572852095,5.627052678,4.879704646,4.195407224,7.277943335,7.497195425,7.000204044,0
0.952123874,1.355299583,1.712628899,0.554339672,30.8500386,38.18376983,6.621070847,20.58037889,4.240675035,28.01653489,7.469826375,66.06742765,3.938994246,5.122105968,5.065983229,4.578668166,4.051074807,4.783550294,5.554281106,6.179301727,0
0.80302242,1.060134652,1.248932859,0.534133515,25.07508576,48.69792929,7.352206833,24.76062932,4.404291174,23.05220701,7.650812138,56.77829188,4.028253834,5.380532222,5.297377634,5.318832195,3.746158367,4.042545191,5.007502947,6.978390164,0
2.726948869,2.580036033,3.725277719,1.153300883,57.62505462,129.4338312,15.11228737,28.55356896,8.566520119,49.34173415,15.32098518,64.72628869,4.604444793,5.507900656,6.58435819,5.515730741,5.065186257,7.653927531,7.591116823,11.37689902,0
1.785637379,2.088891887,2.32332535,1.376576566,55.24041832,80.0447116,17.10037886,125.1128977,18.33241216,85.80082241,29.44720865,74.58547369,4.59912085,7.136904926,9.427649884,7.390276824,8.657006687,7.153405641,7.432389812,8.946771015,0
2.510335984,2.371527368,3.328121117,1.078260023,65.63036324,103.8207642,13.62199863,34.50850267,10.21123987,43.81937763,15.14275673,66.90890436,4.981449049,6.31529845,7.591568716,5.602176415,5.340697018,7.717211655,8.101256893,10.18924748,0
1.236652556,1.11558549,1.559206935,0.529249849,30.5199352,46.47368416,7.126797419,26.31132679,6.510703839,36.05366594,9.221646782,62.86072386,4.385697151,5.879946044,4.754921032,5.362503358,4.468604508,4.866609905,5.524485062,6.817161005,0
1.094925992,1.254297895,1.881247407,0.658052322,28.12645537,67.32715226,10.10712773,29.60492291,6.434718587,36.76015469,8.8407044,58.12495098,4.526758412,6.291871729,5.852287041,6.185344816,5.226384771,4.843603515,5.303438071,8.205312441,0
1.213961688,0.922858376,1.91739872,0.816877667,21.58774427,59.61481631,10.4984568,23.65286534,4.939628101,24.58826453,10.40437212,46.9036205,3.512224844,5.943574283,5.073897583,5.086362573,4.227235516,5.122858788,4.646261322,7.72106316,0
