-10881.83247,-24491.83129,-16136.61819,-20907.4893,-14043.06695,-19813.56873,-18581.15043,-41017.19157,-3083.878663,-15424.47909,-2261.956247,-22485.005,-4964.395621,-87270.86728,394.0690927,450.5878474,397.8614897,470.41542,348.8110451,418.5560044,446.5182213,568.4531128,47.29610497,397.9352217,58.43219426,514.8000461,172.6695981,763.7983399,0
-26831.73789,-38385.11392,-54397.7766,-42090.23486,-39715.10006,-88899.11222,-66945.33345,-115114.3769,-16083.13885,-36280.04877,-10128.81322,-67865.85001,-13169.64768,-107245.9351,499.5597035,559.6795439,653.9755933,629.4301839,651.0642854,719.0963161,633.3432026,767.2999831,358.3737818,564.6288828,322.2062656,750.3761786,356.1311085,718.2299175,0
-20864.04859,-23401.40954,-43973.32983,-31007.84913,-60764.48711,-70504.18317,-44629.72959,-67774.42274,-13459.86519,-36860.43227,-9837.459857,-91734.36748,-13014.80705,-89834.30676,416.5186015,476.0000931,606.9528088,545.4881269,653.7323508,687.2384114,601.8165637,648.1565763,329.0649705,556.1063438,279.977573,746.6178061,327.2611968,760.2504497,0
-19999.82672,-23938.77703,-17935.68708,-43361.05839,-14470.52442,-20351.95711,-21869.81274,-29633.25875,-3273.152458,-15034.65856,-2068.411791,-26201.35832,-4774.977956,-81384.11634,451.4426471,506.4625202,422.0280579,626.4657072,370.7570381,427.0860087,428.131605,514.6604454,107.4422758,400.7909764,23.26281962,470.364188,136.0677767,727.9624097,0
-16141.69095,-18644.99992,-24773.62022,-29071.68323,-22331.66078,-24040.17915,-19649.27763,-40446.12456,-3605.968761,-20877.22985,-2372.517847,-27709.01112,-4113.330356,-74239.29039,358.5983734,427.1233425,533.4824665,547.592237,500.8511593,445.4440925,443.0364222,550.4905181,118.0612429,497.19396,79.71566384,519.9914126,173.1065326,738.5060745,0
-26140.76449,-26350.84182,-50676.94962,-42071.94659,-21903.3414,-87197.00023,-55272.34715,-158512.8984,-22068.20089,-29087.50759,-6286.77832,-52933.62901,-9219.833844,-80567.37138,461.2655788,490.5448284,598.3108605,572.7151172,440.0492487,655.9106214,599.1356814,730.4323721,300.8775499,494.3767666,121.8003717,545.7159259,228.1010191,727.9887277,0
-27425.39653,-23639.86728,-56647.18416,-43359.46378,-27938.8139,-75661.02765,-67862.02815,-290284.8281,-26925.7531,-48377.15236,-8513.075435,-61848.95735,-11714.15369,-68828.79472,551.6268636,536.2555471,683.3402563,622.6905442,556.5177129,783.3766332,693.9015859,1096.154384,545.7757943,582.79295,321.2071313,699.8539857,298.3372423,671.3506254,0
-26377.29154,-61592.93548,-58539.21802,-43963.58574,-28813.53805,-57004.18862,-60422.3011,-158902.9424,-22339.47532,-42673.75821,-6929.198634,-74426.58852,-12755.35151,-102831.4575,499.7683593,623.625443,666.646466,582.9977715,556.0907353,624.3028631,651.405855,789.242565,419.8745118,612.7920036,251.3393992,721.6632677,335.4196245,721.8235299,0
-17261.42294,-41820.44678,-27170.11813,-26468.32102,-19191.28197,-21767.29578,-31600.72915,-31133.85443,-4143.232563,-23446.57559,-3758.816655,-41339.37198,-8490.882376,-80509.60862,357.738684,576.0910382,510.0150062,539.5174638,465.8991469,436.2528862,516.7448971,536.445946,150.3696053,503.7437914,171.1688295,653.1475172,215.4170427,738.3535997,0
-23712.4972,-95007.61699,-30793.61946,-80000.79124,-25927.293,-43191.1486,-42829.76955,-123927.4636,-11438.20063,-48834.53125,-6973.386709,-48090.28436,-19728.9951,-111918.5211,465.5943191,745.9217568,500.5599639,694.7773256,480.043799,543.5447607,575.3374787,858.3632173,290.6677697,634.6477149,235.5011135,567.8496017,440.9409427,805.117078,0
-18437.71873,-70441.70336,-31693.08633,-33114.2358,-23153.73544,-37604.37588,-53713.25224,-91303.07036,-6460.447646,-28694.70815,-4689.698014,-27287.59797,-12244.21518,-146399.3318,426.7536052,610.2093896,528.2529881,546.0723561,507.4978637,553.8873277,534.239312,758.1080081,243.4343238,576.9291982,133.9732979,547.1603632,306.6809824,792.8904322,0
-32751.2566,-45746.0114,-73964.39602,-65448.65252,-39535.17996,-94453.75172,-86062.52555,-105813.035,-13410.96114,-64793.49422,-13200.36258,-120370.4951,-18319.57595,-122686.3773,555.8692379,558.8806612,728.8602251,664.5937232,545.2587719,702.3289976,699.1858391,779.935685,354.4277391,673.3251025,344.5072631,739.5122173,352.4343753,823.0582073,0
-25955.74017,-36750.95636,-40323.8407,-35825.79039,-35234.93785,-76063.94805,-86134.21439,-119382.0068,-6157.651273,-37807.2357,-6948.396162,-32012.10627,-15454.56622,-102357.4255,524.1113008,569.9932484,572.0777384,610.450119,582.2517782,686.2969047,673.4804689,843.1195204,210.7142697,628.5125089,208.9465341,586.8746561,367.7645992,828.9022797,0
-15481.04999,-30474.0148,-34636.37808,-25345.96275,-16735.71389,-29004.04011,-42531.28496,-91383.75585,-7659.545398,-30452.78403,-3588.426643,-32220.17979,-8615.665343,-63678.14113,387.9201932,483.3477692,522.7978388,497.2316931,416.2567718,505.7845122,604.9583027,690.1245648,254.8843474,513.6660526,145.1341007,576.4156513,320.9449242,686.6810884,0
-22696.7064,-31461.32074,-46757.21678,-28288.3076,-32070.84855,-40724.36256,-50699.8371,-58988.23395,-7534.80023,-48987.04708,-7629.536323,-66941.97263,-12482.59008,-98203.65826,492.7416301,580.5293101,605.3778587,524.5188098,531.3626579,565.0882115,641.3578698,711.8215003,226.9322486,687.9987186,238.7734521,668.6840765,399.4089854,766.7739864,0
-15352.66668,-28327.65028,-26721.36409,-20193.46591,-16654.33645,-29177.33413,-28069.27148,-41820.65222,-5143.106041,-25067.40245,-3434.301686,-37447.61136,-6714.497979,-73745.04306,405.8147857,416.5347506,502.5509006,439.0311194,405.8684241,503.7389385,559.7907709,598.8199722,228.1591681,544.5891313,90.92778051,545.7921294,211.365854,738.252633,0
-15354.42787,-29681.03903,-24334.07828,-27096.18758,-13496.13019,-19648.56352,-24579.76914,-52893.83745,-4427.081062,-19660.02521,-3055.145902,-28208.60083,-5684.606798,-66169.80925,419.700204,502.3942094,514.1475937,522.0823903,366.5629582,454.9486449,494.6835706,669.2102155,166.703065,421.6542278,102.7274103,533.9925322,221.0882016,690.6239971,0
-16366.86607,-26805.69734,-31797.47938,-33070.12152,-20894.1117,-26073.95577,-39795.17124,-98023.33622,-10936.49682,-44451.92693,-4359.578461,-36353.90468,-6984.603004,-68006.19568,422.6377575,497.3688986,513.989982,582.2159207,471.7598434,471.130719,641.9648594,658.3150596,245.3199389,569.8753377,148.7824,552.1905165,276.2307208,749.6821808,0
-16170.27936,-28705.22534,-40571.77671,-26335.86123,-21916.45381,-25998.28269,-51513.33655,-84274.44208,-7274.2744,-37152.19914,-3331.963061,-21383.74463,-8212.682978,-76437.58869,420.4728453,542.3130133,625.6945628,564.654184,455.7510047,523.0412368,591.3667699,822.0173479,241.2555092,595.5823218,51.94796615,486.6069355,266.0277075,770.3600035,0
-14548.23842,-22451.56146,-36144.6865,-22029.08622,-17695.2901,-29032.46696,-38969.97781,-58305.48444,-7480.872672,-25587.30872,-3591.509908,-41711.97216,-6916.119885,-65184.5059,348.9965631,473.9795538,558.7432802,448.6261001,415.2933828,494.1816,593.1463683,623.2815832,231.3994869,432.9590766,100.1807483,555.3015751,198.3411495,652.7920208,0
-18787.95476,-19817.54618,-33922.28337,-23319.42204,-16138.04069,-68579.11247,-71348.43904,-57250.87112,-5579.127217,-17881.37157,-5860.066698,-39261.77517,-8354.343084,-80914.33283,408.3823059,480.1890971,557.7147621,493.4402483,393.3091785,588.9924115,650.2904388,689.6465194,217.6443947,432.8234905,83.73093795,519.3768046,260.3785397,730.7420441,0
-13548.83008,-27062.36741,-26077.79632,-20251.7088,-14415.18355,-22522.7722,-32566.3651,-41809.82129,-4335.58863,-19303.40888,-2239.528461,-28723.30455,-5168.841321,-83474.05901,364.6590015,471.9296399,489.5076452,452.2509528,385.6131884,435.0301931,535.9472403,650.1100384,152.5763655,460.5683048,54.35777368,527.763288,179.6303276,710.504515,0
-14734.36519,-31322.70841,-28841.85985,-29098.6047,-12700.84848,-14719.82163,-25554.91052,-56851.53538,-5158.268714,-25102.48292,-2489.041516,-22483.98427,-5293.501162,-69177.5278,386.4868187,523.3103877,543.8930421,547.4381331,282.3342009,405.0224004,504.8124422,687.5461313,206.2463694,508.7043273,68.28287157,487.4971517,237.6562633,705.2010588,0
-20857.32182,-31846.98128,-50926.092,-32066.64031,-27118.52744,-72633.06881,-70299.68646,-188781.3457,-13579.68941,-30044.01798,-6072.841679,-59099.08012,-13275.91863,-80132.57879,428.4464359,585.9611149,605.0869802,518.9227713,423.2884582,671.3637004,719.4881301,857.8061094,373.0980012,540.6573929,266.928502,634.5834188,375.6561652,775.8672204,0
-20346.15375,-65536.66238,-133385.8923,-71181.45179,-104733.825,-62676.18584,-69817.99498,-109020.2661,-18255.0051,-193923.5083,-18295.55802,-123288.7247,-33382.21624,-98686.72288,443.8793414,560.1160062,627.6833099,548.6004114,627.2535418,596.7701283,691.1657109,733.9817286,296.3467698,747.4091323,340.3556273,704.3626127,461.8451401,747.2532942,0
-25189.20314,-46327.79719,-71782.57566,-32773.86726,-29884.72093,-74323.36688,-81890.82875,-143268.5833,-11501.17539,-38511.56294,-8232.494443,-52790.24862,-13329.09589,-85093.05204,479.7393803,571.7351433,706.1527112,583.2598505,496.5508904,689.7285014,704.5636329,808.8728715,320.9668743,542.5955452,259.7747156,612.4701079,351.3104041,716.6639492,0
-18073.78248,-39293.06796,-22134.42407,-29232.6568,-19122.27375,-25216.7594,-32522.43705,-53492.08637,-4937.991378,-27644.76415,-4416.014964,-40042.07477,-6936.11301,-77832.08836,427.6698836,514.5245268,461.356644,550.2206618,400.1134467,443.3214727,528.3146952,668.5044137,199.527271,460.6752951,107.9977779,578.6636641,212.3032424,750.3686573,0
-19245.01043,-44903.25412,-35632.92319,-42604.04014,-27797.71354,-23279.74664,-28219.33168,-84429.60567,-7561.285202,-31677.915,-4111.396906,-40061.37765,-6715.787866,-69978.85579,477.9277746,612.2663257,644.7217074,593.0849564,580.5663158,480.2270252,575.7648638,706.6980378,307.1872383,529.9777991,186.6808488,597.6927927,204.5673652,710.0499951,0
-10188.39726,-40422.49142,-25810.20224,-27238.29692,-16595.49017,-27768.12792,-20628.73769,-76131.06705,-8759.562247,-24337.92582,-3029.145319,-25624.71819,-8338.894098,-54785.7261,304.0468855,557.8013044,511.0129717,481.9262362,419.0387703,482.213449,500.0904438,685.9695784,197.9814032,433.1767316,44.82640422,455.678203,325.3599924,666.2133088,0
-11639.11936,-20731.7391,-26123.03243,-21129.3831,-14944.53191,-21402.80472,-28484.68908,-41845.63485,-3817.405378,-21048.20275,-3169.172616,-24248.06725,-7603.789577,-44064.75942,334.0076135,428.5539832,488.4709442,470.672011,382.0746715,485.5167248,519.8281698,577.9092489,133.3946957,441.3897796,94.05200655,492.9387032,180.9241215,597.3553227,0
-22748.90194,-34287.69216,-38949.99299,-52266.28557,-20705.5742,-47719.43277,-63395.92105,-97090.85863,-12159.68197,-62807.23451,-8627.027045,-55801.64945,-12308.97509,-98763.47712,470.4124968,576.3255844,598.3203394,679.0360452,441.5109381,609.2456869,688.9339607,782.7204524,330.9542481,686.6655685,250.4882155,622.1583955,319.9471933,746.8926843,0
-13425.05312,-24012.34047,-23726.4856,-21287.03521,-19997.83116,-22787.79705,-40406.85184,-47624.20902,-5354.486235,-25378.98803,-3870.573826,-33206.63287,-7094.491806,-63165.93852,387.4203084,501.2443123,505.8927217,466.4557851,461.1868042,456.2654815,560.9016883,622.976609,198.9456251,453.9025794,147.5475117,575.0956647,298.3373416,659.4239095,0
-12064.72903,-28592.99916,-26496.62001,-18192.90343,-14445.98713,-18674.01588,-20210.19921,-61268.59189,-6525.682705,-17098.67545,-3221.871425,-36472.40026,-5439.068037,-73739.66809,323.4732854,434.3981834,483.0852833,346.5357943,364.2470333,399.3653732,455.0801811,664.0969835,224.8281263,444.2014694,46.40705832,593.1492463,195.2732691,748.6546607,0
-13526.10613,-26539.60515,-34501.68296,-23468.73522,-11502.67057,-13428.32468,-20812.08284,-52275.63174,-5480.861862,-20805.72547,-1805.616762,-24252.68308,-5075.293967,-83888.81796,339.4779997,469.5064783,587.5055825,456.4298124,295.1008749,379.9650554,418.8393739,669.073173,190.4137763,496.7917549,-42.66818572,449.7156703,133.5314632,678.1286941,0
