0.473153114,1.088101837,0.858111084,0.912105959,0.880851525,1.275666442,0.884772088,1.262620798,0.569407663,0.869362068,0.402084501,0.986254763,0.617696717,0.77785943,0
1.113766647,1.424935097,1.929339317,1.450136361,1.784357176,2.570373389,2.193495528,2.88993307,1.285186475,1.352219481,0.953458383,2.079775303,1.080719906,1.64046034,0
0.774791372,1.035025869,1.350001383,0.983858388,2.275555496,2.419758094,1.904404031,1.828219175,1.092237958,1.329895887,1.065997314,2.410183205,1.141838317,1.65059018,0
0.569338849,0.85685791,0.652474056,0.881822335,0.709160771,0.985935919,1.047706174,0.876945835,0.292294322,0.641444274,0.387471281,0.900949649,0.587470694,0.770200659,0
0.780900285,1.016637968,0.962927359,1.384388697,0.964862224,1.285524681,1.006276515,1.5645586,0.610974425,1.115545807,0.393912614,0.788271968,0.559601904,0.746482319,0
1.187356189,1.177695033,1.887058393,1.571942639,1.103063161,2.602840766,1.965408773,3.469409727,1.518185669,1.363610708,0.850570655,1.783738966,0.92982244,1.326922521,0
1.291553457,1.116367679,1.591885176,1.565244305,1.424876794,2.340892735,2.251464222,3.702497212,1.544480199,1.948581487,0.946755268,1.863318354,1.050050974,1.212632003,0
1.331798563,1.519310373,1.970580308,1.526182488,1.204499224,1.960266147,1.927056621,3.333818769,1.460462843,1.681232472,0.843313588,2.173495067,0.924324687,1.368451763,0
0.583686859,0.87558461,0.93325405,0.715556231,1.041454159,1.152937896,1.281485184,0.913082749,0.394060374,0.907816094,0.619226955,1.384532424,0.660060693,0.992152204,0
0.747994374,1.076393098,0.841453305,1.002104933,1.141517717,1.310469319,1.379329266,1.829055583,0.768596317,1.63428723,0.737564848,1.358018461,0.887273937,1.273405285,0
0.643265002,1.216585063,1.110683084,0.97203919,1.176277052,1.615270682,1.773977208,1.893459769,0.670408497,1.269183086,0.643562091,0.978881232,0.908406334,1.163048174,0
1.273383067,1.491679633,2.074794194,2.063759379,1.717387012,2.739733998,2.386833968,2.272135385,1.026480061,2.078598696,1.095453551,2.454126101,1.254411606,1.636603801,0
1.220296013,1.162681913,1.334921114,1.315830152,1.507295495,2.439082283,2.550397754,2.757288562,0.658824641,1.371453148,0.824146041,1.275826583,1.119139453,1.20044723,0
0.595439891,1.015377563,1.20685616,0.803418278,1.079479863,1.445345354,1.385794466,2.264987678,0.824106545,1.364581946,0.528212584,1.139724864,0.808150492,0.996597225,0
0.87653596,1.182279108,1.42275591,0.900333919,1.597083998,1.778488091,1.737527833,1.718192943,0.841707913,1.536080681,0.769537472,1.410866656,1.209201913,0.8267742,0
0.594073688,1.015461536,1.08533448,0.574831892,0.946852965,1.318777553,1.087458877,1.351881321,0.545379431,1.086653003,0.497310086,1.094196771,0.585105065,0.721277341,0
0.518193,0.782019488,1.151345398,0.697552109,0.942467686,1.012913023,1.037947612,1.634995746,0.492208598,1.072829467,0.471251772,0.938775766,0.620605404,0.626023543,0
0.602608119,0.935524021,1.111303774,1.13820965,0.842381682,1.188497206,1.527073213,2.645790431,1.095387224,1.767452089,0.613927038,1.318926636,0.72895171,0.922730673,0
0.839439097,1.222778779,1.386719467,1.124714808,1.109401838,1.192947267,1.56975372,2.411156693,0.891895446,1.370865847,0.490472606,1.025515933,0.793099102,0.722542993,0
0.554357475,0.889431462,1.341538797,0.92416133,1.075863774,1.368228427,1.284790026,1.996372927,0.839182637,1.31338437,0.628478559,1.372885316,0.788070082,1.13374542,0
0.889544708,0.886374357,1.34572606,1.057874939,1.226092603,2.352925995,2.091082835,1.701973691,0.842715515,0.950284285,0.753555043,1.566094296,0.828157193,1.349444186,0
0.596911696,0.959184874,1.056903131,0.931202797,0.946210503,0.952123874,1.355299583,1.712628899,0.554339672,0.747157736,0.372139674,0.897784884,0.54814131,0.635090296,0
