0.59157647,0.473153114,0.467359339,0.567217887,0.815564051,1.088101837,0.543461506,0.60178515,0.769449667,0.858111084,0.485970527,0.455786686,0.696243586,0.912105959,0.64631274,0.524683185,0.621354692,0.880851525,0.492891816,0.361697143,0.517182233,1.275666442,0.478411127,0.415707124,0.661049247,0.884772088,0.521402122,0.556640234,0.578321063,1.262620798,0.716771965,0.487052331,0.359206188,0.569407663,0.260921709,0.19444229,0.616188139,0.869362068,0.510957607,0.413446279,0.385246618,0.402084501,0.278542935,0.208704654,0.991117221,0.986254763,0.643671478,0.511152819,0.301645289,0.617696717,0.288666227,0.288770063,1.009395867,0.77785943,1.134152384,1.412138922,0
0.59943818,1.113766647,0.625973439,0.584950859,0.648417494,1.424935097,0.743919572,0.583522225,1.370256691,1.929339317,0.668576529,0.446794387,0.867218917,1.450136361,0.78359085,0.681853388,0.91091014,1.784357176,0.610384783,0.395426092,1.264514335,2.570373389,0.743872848,0.447010341,0.932755231,2.193495528,0.787408129,0.4390347,0.982603619,2.88993307,0.739433615,0.487765705,0.657722365,1.285186475,0.377630062,0.244221865,0.977426747,1.352219481,0.704794112,0.597116051,0.421450348,0.953458383,0.32942932,0.279134598,1.163352554,2.079775303,0.758334831,0.535560543,0.497483586,1.080719906,0.422755469,0.308192383,0.859219119,1.64046034,1.117942262,1.288245598,0
0.765599034,0.774791372,0.573607015,0.596166617,0.66347071,1.035025869,0.61250155,0.418572635,1.32702507,1.350001383,0.783245589,0.433297947,1.175907311,0.983858388,0.711975202,0.608656677,1.262098181,2.275555496,0.570282994,0.352657378,0.877322139,2.419758094,0.593119322,0.439812865,0.707716413,1.904404031,0.552010666,0.420219826,1.381973532,1.828219175,0.778638574,0.604622041,0.71434187,1.092237958,0.384279396,0.21733621,1.557572193,1.329895887,0.574951186,0.466619303,0.534524575,1.065997314,0.272623101,0.280350964,1.167830814,2.410183205,0.869114742,0.650447072,0.5900229,1.141838317,0.329826744,0.274523449,0.827270001,1.65059018,0.995802187,1.125604122,0
0.572568617,0.569338849,0.620544014,0.521808466,0.899242679,0.85685791,0.503766554,0.580111565,0.736168942,0.652474056,0.598215275,0.423295733,1.133331761,0.881822335,0.758389836,0.514261948,0.778980809,0.709160771,0.515063254,0.371698442,0.757858432,0.985935919,0.582774162,0.451827565,0.698838671,1.047706174,0.540661619,0.427681112,1.063069128,0.876945835,0.675270997,0.512743937,0.409427327,0.292294322,0.342949823,0.250359264,0.622076312,0.641444274,0.588097724,0.440887852,0.346534671,0.387471281,0.265175234,0.155591044,1.245015531,0.900949649,0.625803719,0.4445914,0.532733018,0.587470694,0.340602948,0.266621793,1.25635404,0.770200659,1.040530896,1.217784541,0
0.696989451,0.780900285,0.519934939,0.570758442,0.410178121,1.016637968,0.504495664,0.553162473,1.354688708,0.962927359,0.49965789,0.510504497,0.662846981,1.384388697,0.635004356,0.506322278,1.042637999,0.964862224,0.580335662,0.451961436,0.796106024,1.285524681,0.533957064,0.368156714,1.101080451,1.006276515,0.500572312,0.430743699,1.00469143,1.5645586,0.674040922,0.562161859,0.341093606,0.610974425,0.290774497,0.221796856,0.680652241,1.115545807,0.572925227,0.403254511,0.418458523,0.393912614,0.277416795,0.186684777,1.211698283,0.788271968,0.722245141,0.428306176,0.320281066,0.559601904,0.324073632,0.236858294,0.756823263,0.746482319,1.18207319,1.142611033,0
0.481885894,1.187356189,0.603820143,0.586315143,0.642230378,1.177695033,0.653122212,0.506751761,0.793236619,1.887058393,0.697413838,0.386471391,0.602219785,1.571942639,0.820092365,0.488560907,0.688702332,1.103063161,0.59058205,0.455780082,1.039242431,2.602840766,0.768464465,0.496042091,0.939498527,1.965408773,0.71216529,0.420623061,1.109527216,3.469409727,0.934910657,0.473244937,0.432105085,1.518185669,0.432234394,0.216117782,0.624847867,1.363610708,0.592769243,0.522953982,0.499767688,0.850570655,0.309941528,0.192351506,1.194561454,1.783738966,0.756277017,0.460413636,0.400684102,0.92982244,0.380749495,0.264256584,0.884952076,1.326922521,0.933461727,1.244668485,0
0.770716791,1.291553457,0.503040802,0.404692731,0.793071059,1.116367679,0.566484966,0.518814828,1.307395175,1.591885176,0.639549756,0.510334387,0.835967008,1.565244305,0.746025273,0.463059758,0.67237541,1.424876794,0.593569391,0.431376349,1.170642279,2.340892735,0.629853063,0.458606715,1.184782595,2.251464222,0.695615351,0.465751777,1.495334266,3.702497212,0.968375869,0.646280805,0.684305819,1.544480199,0.313458894,0.28194249,0.746582684,1.948581487,0.65787304,0.455459953,0.477829231,0.946755268,0.298459694,0.210561633,1.159696749,1.863318354,0.675407535,0.520100497,0.564827396,1.050050974,0.401075819,0.220326438,0.84911803,1.212632003,1.015489121,0.946408966,0
0.481415048,1.331798563,0.603668098,0.453228872,1.275078118,1.519310373,0.745391226,0.617367746,1.142613225,1.970580308,0.675052809,0.499184531,1.011257773,1.526182488,0.718356673,0.577440421,0.70197739,1.204499224,0.680027089,0.406727051,0.974430411,1.960266147,0.673128967,0.480968357,0.871887718,1.927056621,0.673476126,0.412375269,1.710532001,3.333818769,0.75563704,0.561168961,0.77423472,1.460462843,0.372659608,0.268689861,1.090324445,1.681232472,0.5943335,0.486907353,0.45952565,0.843313588,0.312906503,0.236887522,1.154814539,2.173495067,0.903807476,0.509929216,0.516139017,0.924324687,0.395680988,0.277153215,1.246604259,1.368451763,1.298466494,0.857168301,0
0.667484544,0.583686859,0.624096406,0.544071407,0.995235165,0.87558461,0.772326875,0.735854616,0.734715352,0.93325405,0.662091759,0.427888236,0.682459141,0.715556231,0.856915806,0.503136352,0.763120729,1.041454159,0.542278268,0.427858823,0.83055087,1.152937896,0.55086625,0.406998052,1.097692184,1.281485184,0.616374877,0.502976317,0.619702724,0.913082749,0.743304456,0.652200586,0.344700354,0.394060374,0.348964265,0.224827442,0.619466979,0.907816094,0.668507765,0.50965297,0.305547505,0.619226955,0.30685956,0.209534226,0.67438701,1.384532424,0.796532352,0.580454671,0.634956953,0.660060693,0.382677155,0.336924302,0.996594052,0.992152204,1.116096497,1.235721694,0
0.801968661,0.747994374,0.560218571,0.549819373,1.354169295,1.076393098,0.753545017,0.732696458,0.837398088,0.841453305,0.683252179,0.469190578,1.569498176,1.002104933,0.839249388,0.775185843,0.995093702,1.141517717,0.549698901,0.485441338,0.886553756,1.310469319,0.73900657,0.676287685,0.5506714,1.379329266,0.716033629,0.627602686,1.32223953,1.829055583,1.12344889,1.092706637,0.540441419,0.768596317,0.464286776,0.293560047,1.050366731,1.63428723,0.709029019,0.566962649,0.464815302,0.737564848,0.330273778,0.272344857,1.134806686,1.358018461,0.76774329,0.562359594,0.634167825,0.887273937,0.466256658,0.358024509,1.793830358,1.273405285,1.091957944,1.043897366,0
